소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,좌표정보(x),좌표정보(y)
862-0975,인천광역시 남동구 간석동 616-3번지,"인천광역시 남동구 경원대로 971, 2층 (간석동, 홈플러스)",21500,도그플러스동물병원,172419.743721009,440865.63488269
439-0039,인천광역시 남동구 구월동 1406-9번지,인천광역시 남동구 문화로 65 (구월동),,동물의왕국 동물병원,173270.872573556,438128.750085
032)439-8822,인천광역시 남동구 논현동 619-15번지,"인천광역시 남동구 논현남로 19, 101,102호 (논현동)",21653,해피동물병원,175362.646772811,433504.683429422
433-7582,인천광역시 남동구 구월동 1145-6번지,"인천광역시 남동구 남동대로 757, 2층 (구월동)",21556,웰동물메디컬센터,174013.472412526,438718.305350885
710-1237,인천광역시 남동구 만수동 850-5,"인천광역시 남동구 백범로 232, 1,2층 (만수동)",21519,루이스24시동물병원,175486.348152251,439871.627969338
467-1275,인천광역시 남동구 만수동 889-15번지,인천광역시 남동구 구월로 317 (만수동),21543,길동물병원,175684.195995449,439316.086662477
469-8275,인천광역시 남동구 만수동 1079-3번지,인천광역시 남동구 장승로 24 (만수동),21594,해맑은동물병원,176513.349304618,438198.704539862
467-8575,인천광역시 남동구 간석동 900-153번지,"인천광역시 남동구 구월로 65 (간석동, 현대홈타운 102동 상가104호)",21552,덕수동물병원,173203.475038039,439592.596974408
466-8670,인천광역시 남동구 만수동 102-8번지,인천광역시 남동구 만수로 10 (만수동),,하태흥반려동물의료센터,176090.579393593,439584.438879359
468-7533,인천광역시 남동구 만수동 879-2번지,"인천광역시 남동구 만경로18번길 6 (만수동, 105호)",21543,신세계동물병원,175833.434986528,439445.08717466
462-2550,인천광역시 남동구 남촌동 333-5번지 1층,"인천광역시 남동구 남촌동로25번길 11 (남촌동,1층)",,필종합동물병원,174796.478061806,436646.684412625
437-7582,인천광역시 남동구 구월동 1130번지 CGV 홈플러스,"인천광역시 남동구 예술로 198, CGV 홈플러스 1층 (구월동)",21558,백슬동물병원,173552.310556009,438905.868022571
032-872-7582,인천광역시 미추홀구 학익동 437-31,인천광역시 미추홀구 소성로 121 (학익동),,지오동물병원,170066.968218481,438018.500603162
032-866-5725,인천광역시 미추홀구 용현동 146-275,인천광역시 미추홀구 인주대로 168 (용현동),22182,온누리동물병원,169457.086921851,439344.430255539
032-886-0079,인천광역시 미추홀구 주안동 241-9,인천광역시 미추홀구 주안로 73 (주안동),22132,아라종합동물병원,171430.57679836,440291.217551116
032-203-0075,인천광역시 미추홀구 주안동 24-2,인천광역시 미추홀구 석정로 400 (주안동),,주안동물병원,171606.532345268,440552.000727532
032-868-2526,인천광역시 미추홀구 주안동 678-7,인천광역시 미추홀구 인주대로 277 (주안동),,삼성동물종합병원,170495.739123601,438983.578084489
032-203-0072,인천광역시 미추홀구 용현동 621-68,인천광역시 미추홀구 토금중로 36 (용현동),22186,페트로 동물병원,167828.738832773,439017.392826153
032-889-7582,인천광역시 미추홀구 숭의동 293-19번지 1층,"인천광역시 미추홀구 독배로432번길 3, 1층 (숭의동)",22178,브라운동물병원,168910.994157532,439621.557005148
032-875-7566,인천광역시 미추홀구 용현동 648 홈플러스 인하점 지하1층 8동,"인천광역시 미추홀구 소성로 6 (용현동, 홈플러스 인하점 지하1층)",22201,아이러브펫동물병원,169028.062637712,438450.444079289
032-868-2626,인천광역시 미추홀구 학익동 214-4,"인천광역시 미추홀구 한나루로 379 (학익동, 제중빌딩)",22202,학익동물병원,170108.073924694,437809.741361545
032-876-8575,인천광역시 미추홀구 학익동 260-22,인천광역시 미추홀구 소성로 136 (학익동),22202,바른동물병원,170165.032461445,437914.843665755
032-204-7707,인천광역시 미추홀구 용현동 604-5 이한프라자,"인천광역시 미추홀구 독배로 305, 201호 (용현동)",22188,하인츠동물병원,168946.568515593,438426.65438264
032-427-7588,인천광역시 미추홀구 주안동 1471-11,"인천광역시 미추홀구 미추홀대로 620, 1층 (주안동)",22151,펫홈종합동물병원,171633.18354157,438995.200068521
032-885-7578,인천광역시 중구 신흥동3가 6-11,인천광역시 중구 제물량로 60-1 (신흥동3가),22329,현대동물병원,167694.012894721,440456.00508783
772-7533,인천광역시 중구 내동 209-42,인천광역시 중구 우현로 51 (내동),22322,참 동물병원,167059.003868421,441139.436005206
032-818-1020,인천광역시 연수구 연수동 536 동남아파트 115호,"인천광역시 연수구 새말로 27, 동남아파트 1층 115호 (연수동)",21920,그루동물병원,171154.750362469,435799.523267756
032-710-4575,인천광역시 연수구 송도동 21-11 레드원프라자 103호,"인천광역시 연수구 해돋이로 168-7, 레드원프라자 103호 (송도동)",22002,베리떼 동물병원,168557.659628113,432702.880145587
032-721-7582,인천광역시 연수구 송도동 98-2번지 송도아라플라자,"인천광역시 연수구 컨벤시아대로230번길 42, 송도아라플라자 202호 (송도동)",22009,닥터정 동물병원,167592.52558444,431851.075380967
032-863-7582,인천광역시 미추홀구 주안동 1309,인천광역시 미추홀구 미추홀대로 533 (주안동),22216,닥터파파동물병원,171486.760938745,438144.370913757
032-424-3331,인천광역시 미추홀구 주안동 72-11,인천광역시 미추홀구 경인로 417-1 (주안동),22141,중앙가축병원,172201.306383354,439619.509020982
032-887-2952,인천광역시 미추홀구 용현동 627-399,인천광역시 미추홀구 낙섬중로 25 (용현동),,한국동물병원,167783.006217435,438796.4345772
032-887-1537,인천광역시 미추홀구 용현동 622-149,"인천광역시 미추홀구 낙섬중로 53, 1층 (용현동)",22186,안상수동물병원,167919.308398683,439037.626070461
032-876-7585,인천광역시 미추홀구 주안동 505-1번지,인천광역시 미추홀구 경인로354번길 6 (주안동),,아나파동물병원,171545.677511533,439608.328510738
765-9988,인천광역시 중구 경동 240-60번지,인천광역시 중구 개항로 68 (경동),,경동동물병원,167195.434117154,441151.311272273
761-6560,인천광역시 중구 용동 133,"인천광역시 중구 우현로90번길 27, 1층 (용동)",22318,한양한방동물병원,167296.088941842,441315.885766783
751-4598,인천광역시 중구 운남동 1570-2,"인천광역시 중구 운남동로3번길 9, 1층 (운남동)",22372,신공항동물병원,158657.999709419,443045.176088888
,인천광역시 중구 운서동 2789-2번지 시에로빌 103호,"인천광역시 중구 영종대로 90 (운서동,시에로빌 103호)",,하늘동물병원,154741.330886538,443757.490919427
,인천광역시 중구 중산동 1876-8,"인천광역시 중구 하늘달빛로 90-27, 동오프라자  2층 207호 (중산동)",22402,위드펫동물병원,161018.718166721,442767.919323744
032-752-4575,인천광역시 중구 중산동 1886-20,"인천광역시 중구 자연대로 40, 109호 (중산동, 비젼프라자II)",22397,숲속동물병원,161030.24,443066.965
032-864-0075,인천광역시 미추홀구 주안동 1464-22,"인천광역시 미추홀구 인하로 287, 2층 (주안동)",22227,24시 건국 본 동물병원,171614.844164113,438502.570884745
032-772-8275,인천광역시 동구 송림동 49-13 송영빌딩,"인천광역시 동구 송림로 113, 송영빌딩 2층 (송림동)",22545,송림동물병원,168725.049855324,441693.192827592
032-765-7582,인천광역시 동구 송림동 296-2번지 이마트,인천광역시 동구 봉수대로 82 (송림동),22531,웰니스 클리닉 동물병원,169908.403027925,442376.726872044
766-6833,인천광역시 동구 송림동 60-30번지,인천광역시 동구 동산로 78 (송림동),22558,동산동물병원,168630.277493248,441422.407432565
032-832-1175,인천광역시 연수구 송도동 21-65번지 현대힐스테이트 602동 143호,"인천광역시 연수구 컨벤시아대로 100, 602동 143, 144호 (송도동, 현대힐스테이트)",22002,미라클 동물병원,168705.89925157,432519.237600527
032-815-8275,인천광역시 연수구 송도동 149번지 롯데캐슬캠퍼스타운 상가 A동,"인천광역시 연수구 송도과학로27번길 55, 상가 A동 216호 (송도동, 롯데캐슬캠퍼스타운)",21982,디오 동물병원,170269.035810393,431824.58077657
032-822-7588,인천광역시 연수구 동춘동 937-11번지 상산빌딩 105호,"인천광역시 연수구 먼우금로 88, 105호 (동춘동, 상산빌딩)",21972,드림동물병원,170745.965383582,433897.925681109
032-205-7582,인천광역시 연수구 송도동 23-4 더샵 센트럴파크2 B동 101호,"인천광역시 연수구 센트럴로 194, B동 1층 101호 (송도동, 더샵 센트럴파크2)",22003,ACE동물병원,168141.708728648,432551.899734649
032-816-5457,인천광역시 연수구 선학동 407-9 민선빌딩,"인천광역시 연수구 학나래로6번길 34, 민선빌딩 2층 (선학동)",21911,동물사랑동물병원,173191.646474317,435862.818272708
032-833-1770,인천광역시 연수구 옥련동 196,인천광역시 연수구 독배로 55(옥련동),21957,노성남 동물병원,168451.956276463,436007.296948034
032-858-7582,"인천광역시 연수구 송도동 4-1 송도더샵퍼스트월드 E동 10,11호","인천광역시 연수구 해돋이로 107, E동 10,11호 (송도동, 송도더샵퍼스트월드)",21997,주주동물병원,168780.099913799,432168.287166052
032-821-8275,인천광역시 연수구 연수동 522-3,인천광역시 연수구 함박로 74-1(연수동),21913,신퍼피클럽 동물병원,172090.217340731,435953.289243732
032-858-9703,인천광역시 연수구 송도동 13-20 자연학습관,"인천광역시 연수구 송도국제대로372번길 21, 자연학습관 (송도동)",22014,인천광역시 야생동물구조관리센터,167775.571078631,429532.094343567
032-834-7583,인천광역시 연수구 송도동 3-29 서운프라자,"인천광역시 연수구 해돋이로 114, 서운프라자 2층 (송도동)",21995,아름다운 동물병원,168929.289189606,432281.368598836
032-821-0975,인천광역시 연수구 동춘동 926-9 이마트,"인천광역시 연수구 경원대로 184, 이마트 1층 (동춘동)",21975,웰니스클리닉 연수점,171698.988312684,433623.667155133
032-812-8275,인천광역시 연수구 동춘동 936-6 맘모스빌딩,"인천광역시 연수구 앵고개로 260, 맘모스빌딩 (동춘동)",21972,이광수동물병원,170910.965450657,434008.814842807
032-833-7575,인천광역시 연수구 옥련동 304-12,"인천광역시 연수구 비류대로 194, 1층 (옥련동)",21954,아프리카동물병원,169514.322628643,436234.696079189
032-832-7588,인천광역시 연수구 옥련동 336-8 청학만신당,"인천광역시 연수구 한나루로 185, 청학만신당 1층 101,102호 (옥련동)",21954,송도종합동물병원,169504.071289177,436050.169228334
032-851-5575,인천광역시 연수구 송도동 2-6 송도프라자 117호,"인천광역시 연수구 신송로 122, 송도프라자 117호 (송도동)",21994,프라자 동물병원,169154.170122876,432697.860189813
032-811-2220,인천광역시 연수구 송도동 190-2번지 송도글로벌캠퍼스푸르지오 상가 203동 207호,"인천광역시 연수구 송도문화로28번길 28, 상가 203동 207호 (송도동, 송도글로벌캠퍼스푸르지오)",21986,송도건국동물병원,169268.772668463,430570.255303601
032-834-7275,인천광역시 연수구 송도동 2-3 이안아파트 상가동 107호,"인천광역시 연수구 컨벤시아대로 55, 상가동 107호 (송도동, 이안아파트)",21994,24시 송도힐 동물메디컬센터,169112.873932631,432784.11357615
032-811-7553,인천광역시 연수구 연수동 624-7번지,인천광역시 연수구 용담로 145 (연수동),21929,따뜻한 동물병원,171631.038331335,434618.520013582
032-819-2852,인천광역시 연수구 청학동 503-3번지 소망글로벌 109호,"인천광역시 연수구 먼우금로 189 (청학동, 소망글로벌)",21926,웰 동물병원,171236.347169683,434773.547290722
,전라북도 임실군 임실읍 이도리 182-4번지 임실축산업협동조합,"전라북도 임실군 임실읍 운수로 6, 임실축산업협동조합",55926,임실축협동물병원,225492.528496952,235159.748333614
,전라북도 임실군 오수면 오수리 367-6,전라북도 임실군 오수면 삼일로 4,55952,승재동물병원 약품,229626.450489597,226640.909722929
,전라북도 임실군 오수면 오수리 390-18번지 오수동물병원,"전라북도 임실군 오수면 오수로 182, 오수동물병원",55951,오수동물병원,229526.617002344,226789.103744738
